blockchain,contract_address,symbol,name,decimals
sei,0x2948a1789d16b4c5643314d36733049f765c4647,MORECARTOON,MORECARTOON,18
sei,0x10b330c6c5549499401b3cc15b38e6ecd3063e54,$PUMP,SEIPUMP,18
sei,0x964a18adfd9a71c444c0229da58ec2739153d31b,SEITAN,Seitan Reborns,18
sei,0x4b9def7d5105934589076503633e51bd4a54ea7a,BallzWif,BallzWifHat,18
sei,0x00e58ebf846c751c2e816058deae4c0fd46b8e4e,CRINGE,CRINGE,18
sei,0x525a37fd9e244d4ac9762869607774122b74a015,CAPY,CAPYBARA,18
sei,0x8286d50345cf0d309448a1db98fd78ba1e088a76,SEIMERICA,Seimerica,18
sei,0x3bb0d42ee7bba07fe78c092c2f36548f1910325e,TITS,tice nits,18
sei,0x6cccf50764cc42b45105edb9b7a24e19b46fab70,BANTER,RAN SCAMS,18
sei,0xef6b101f13dd16bc51ce53c3f61c52fd3e033aa7,PURRRR,SOLDIER CAT,18
sei,0x5bfe8991368cac4b6dbf41e13be3f0e1de50f5ea,GOLD,GOLD,18
sei,0xcb4bfaa31eb142784220b962298b506487351d72,NINJA,Ninja,18
sei,0xba0e3c9be1cb1b3a53c396534188af1e1ead8149,SAGA,SAGA,18
sei,0xc24faf0a13319fbdab8a886b8b3e9bd2cdf6b187,$FSEI,fucky sei,18
sei,0x646e178a05b4cb4f2b36d04bd02767cfeed730ca,BITCH,Sei Bitch,18
sei,0x85b302c341b7d2ef17cd3e6c7e64d57af8bbe9a2,BLACK,Goku BLACK,18
sei,0x16458dd2e76e071b2fe353bdd8cb9ee1fca06688,GOKU,https://t.me/GokuTheSEIYAN,18
sei,0xbbf5bd4b3ed4a59bcc5bbf628c65e695e9706dfd,DUMPIT,DUMP IT,18
sei,0x8905ee0c15692ecdf7147ba70243c5205c991e43,MAGAMANSEI,MAKE SEI GREAT AGAIN,18
sei,0x59bd5e07cbab627550640bfc8d269c48cdcafd7e,SPEPE,Seiyan Pepe,18
sei,0x67da7010c6c231ad620e3940e707adb6c1a08f23,SEI,SeiWhale,6
sei,0xb98c28ae812c1f9fca537a5a63f4395b870f149e,JUCA,JUCA,18
